Category,Cooking Method,Protein (g),Total fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Trans Fat (g),Saturated Fat (g),Carbohydrate (g),Total Sugars (g),Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (μg),Zinc (mg),Selenium (mg),Vitamin A (RAE),Thiamin (mg),Riboflavin (mg),Vitamin B6 (mg),Vitamin B12 (μg),Vitamin C (mg),"Vitamin D (D2 + D3), IU",Vitamin E (mg),Vitamin K (μg),Niacin (mg),Folate (μg),Choline (mg),Pantothenic acid (mg),Biotin (μg),Lysine (mg),Methionine (mg),Histidine (mg),Isoleucine (mg),Leucine (mg),Phenylalanine (mg),Threonine (mg),Tryptophan (mg),Valine (mg),Cystine (mg)
"Stem, flower, fruit, corn and seed vegetables","Fry in pan, - Cooking liquid","0,95",1,1,1,1,1,1,1,1,1,"0,9",1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,8","0,8",1,1,1,"0,95","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
"Stem, flower, fruit, corn and seed vegetables","Fry in pan, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,8","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
"Stem, flower, fruit, corn and seed vegetables","Bake in oven, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,8","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
"Stem, flower, fruit, corn and seed vegetables",Deep fry,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,8","0,8",1,1,1,"0,95","0,7","0,9","0,85","0,85",1,1,1,1,1,1,1,1,1,1
"Stem, flower, fruit, corn and seed vegetables","Fry in pan, breaded",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,95","0,7","0,9",1,1,1,"0,95","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
"Stem, flower, fruit, corn and seed vegetables","Deep fry, breaded",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,95","0,8","0,9",1,1,1,"0,95","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Leafy vegetables,"Boiled, - Cooking liquid","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,93","0,75","0,5","0,95","0,6","0,9","0,75","0,95","0,75","0,9","0,9","0,65","0,65","0,65","0,6","0,4",1,1,1,"0,65","0,5",1,"0,7","0,7","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9"
Leafy vegetables,"Boiled,+ Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,8","0,95","0,9","0,7","0,55",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Leafy vegetables,"Steamed, - Cooking liquid","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,94","0,85","0,85","0,95","0,9","0,95","0,8",1,"0,9","0,95","0,9","0,8","0,9","0,85","0,6","0,55",1,1,1,"0,8","0,6",1,"0,85","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Leafy vegetables,"Steamed, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,7","0,6",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Leafy vegetables,"Stew, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,7","0,6",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Leafy vegetables,"Bake in oven, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,7","0,6",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Boiled, with peel, - Cooking liquid",1,1,1,1,1,1,1,1,1,"0,6","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95",1,"0,8","0,8","0,85",1,"0,8",1,1,1,"0,95","0,9",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Boiled, without peel, - Cooking liquid","0,95","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,93","0,8","0,8","0,95","0,9","0,95","0,9","0,9","0,9","0,9","0,9","0,75","0,85","0,7","0,7","0,7",1,1,1,"0,7","0,5",1,"0,7","0,7",1,1,1,1,1,1,1,1,1,1
Potato,"Boiled, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,95","0,9","0,85",1,1,1,"0,9","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Steamed, with peel",1,1,1,1,1,1,1,1,1,"0,65","0,95",1,"0,95",1,"0,95",1,1,1,1,"0,85","0,9","0,9",1,"0,8",1,1,1,"0,95","0,9",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Steamed, without peel","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,94","0,9","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,9","0,85","0,95","0,85","0,8","0,8",1,1,1,"0,9","0,6",1,"0,85","0,85",1,1,1,1,1,1,1,1,1,1
Potato,"Stewed, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Fry in pan, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9","0,95","0,9","0,8","0,8",1,1,1,"0,95","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,"Bake in oven, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,8",1,"0,9","0,8","0,85",1,1,1,"0,9","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato,Deep fry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,8",1,"0,9","0,8","0,9",1,1,1,"0,95","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato products,"Boiled, - Cooking liquid","0,95","0,95","0,95","0,95","0,95","0,95","0,9","0,9",1,"0,8","0,8","0,95","0,9","0,9","0,95","0,9","0,9","0,9",1,"0,8","0,9","0,8","0,8","0,7",1,1,1,"0,8","0,75",1,"0,8","0,8",1,1,1,1,1,1,1,1,1,1
Potato products,"Boiled,+ Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,9","0,95",1,1,1,"0,9","0,8",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato products,"Stewed, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,7","0,9",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato products,"Fry in pan, - Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,95","0,8","0,95",1,1,1,"0,95","0,8",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato products,"Fry in oven, - Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,9","0,95",1,1,1,"0,95","0,8",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Potato products,Deep fry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,85","0,95","0,95","0,9","0,95","0,9",1,1,"0,95","0,8",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Boiled, - Cooking liquid","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9",1,"0,75","0,5","0,95","0,6","0,9","0,75","0,95","0,75","0,9",1,"0,65","0,65","0,65","0,7","0,65",1,1,1,"0,65","0,5",1,"0,7","0,7","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9"
Mushrooms,"Boiled,+ Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Steamed, - Cooking liquid","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95",1,"0,85","0,85","0,95","0,9","0,95","0,8",1,"0,9","0,95",1,"0,8","0,9","0,85","0,7","0,75",1,"0,9","0,9","0,8","0,6",1,"0,85","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Mushrooms,"Steamed, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Stew, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,7","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Fry in pan, - Cooking liquid","0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Fry in pan, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,7","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Bake in oven, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,7","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,Deep fry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,8","0,85",1,"0,9",1,"0,95","0,7",1,"0,85","0,85",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Fry in pan, breaded",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,95","0,7","0,9",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Mushrooms,"Deep fry, breaded",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,95","0,8","0,9",1,"0,9",1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
"Beans, lentils, peas","Boiled, + soaking water, - Cooking liquid","0,98",1,1,1,1,1,"0,95","0,95",1,"0,75","0,75","0,85","0,85","0,9","0,85","0,7","0,9",1,1,"0,65","0,75","0,7",1,"0,6",1,"0,9","0,9","0,65","0,5",1,"0,55","0,85",1,1,1,1,1,1,1,1,1,1
"Beans, lentils, peas","Boiled, + soaking water, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8",1,"0,8",1,"0,6",1,1,1,"0,8","0,6",1,"0,75","0,95",1,1,1,1,1,1,1,1,1,1
"Beans, lentils, peas","Boiled, - soaking water, - Cooking liquid","0,98",1,1,1,1,1,"0,95","0,95",1,"0,75","0,75","0,85","0,85","0,9","0,85","0,7","0,9",1,1,"0,65","0,75","0,7",1,"0,6",1,"0,9","0,9","0,65","0,5",1,"0,55","0,85",1,1,1,1,1,1,1,1,1,1
"Beans, lentils, peas","Boiled, - soaking water, + Cooking liquid",1,1,1,1,1,1,1,1,1,"0,9","0,9",1,1,1,1,1,1,1,1,"0,75",1,"0,7",1,"0,6",1,1,1,"0,75","0,55",1,"0,7","0,9",1,1,1,1,1,1,1,1,1,1
"Beans, lentils, peas","Stew, braise, + soaking water, Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8",1,"0,8",1,"0,6",1,1,1,"0,8","0,6",1,"0,75","0,95",1,1,1,1,1,1,1,1,1,1
Fruit,"Boiled, - Cooking liquid","0,95",1,1,1,1,1,"0,8","0,8","0,8","0,6","0,6","0,95","0,8","0,8","0,9",1,1,1,"0,75","0,65","0,8","0,7","0,9","0,4",1,1,1,"0,8","0,5",1,"0,8",1,1,1,1,1,1,1,1,1,1,1
Fruit,"Boiled, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75","0,8",1,"0,9",1,"0,7",1,1,1,"0,9","0,7",1,"0,9",1,1,1,1,1,1,1,1,1,1,1
Fruit,"Stewed, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75","0,8",1,"0,9",1,"0,7",1,1,1,"0,9","0,7",1,"0,9",1,1,1,1,1,1,1,1,1,1,1
Fruit,"Jelly, jam, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9",1,1,1,"0,8",1,1,1,1,"0,8",1,1,1,1,1,1,1,1,1,1,1,1,1
Fruit,"Bake, + Cooking liquid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9",1,1,1,1,"0,8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fruit,Frozen,1,1,1,1,1,1,1,1,1,1,"0,9","0,95",1,1,1,"0,9",1,1,"0,95","0,95",1,1,1,"0,7",1,1,1,1,"0,95",1,"0,9",1,1,1,1,1,1,1,1,1,1,1
Fruit,Dried,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,5","0,7","0,9","0,9",1,"0,2",1,1,1,"0,9","0,5",1,"0,9",1,1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Boiled, - Cooking liquid, whole","0,95","0,9","0,9","0,9","0,9","0,9","0,95","0,95","0,95","0,8","0,8",1,1,"0,95",1,1,"0,95",1,"0,95","0,5","0,75","0,5","0,75","0,7",1,1,1,"0,75","0,7",1,"0,75","0,75",1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Boiled, + Cooking liquid, whole",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,75",1,"0,8","0,95","0,7",1,1,1,"0,95","0,8",1,"0,95","0,95",1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Stewed, + Cooking liquid, whole",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,75",1,"0,8","0,95","0,7",1,1,1,"0,95","0,8",1,"0,95","0,95",1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Boiled, - Cooking liquid, polished","0,95","0,9","0,9","0,9","0,9","0,9","0,95","0,95","0,95","0,6","0,55",1,1,"0,95","0,95","0,95","0,95",1,"0,9","0,5","0,5","0,5","0,75","0,7",1,1,1,"0,75","0,7",1,"0,75","0,75",1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Boiled, + Cooking liquid, polished",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,75",1,"0,8","0,95","0,7",1,1,1,"0,95","0,8",1,"0,95","0,95",1,1,1,1,1,1,1,1,1,1
Cereal grains and seeds,"Stewed, + Cooking liquid, polished",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,75",1,"0,8","0,95","0,7",1,1,1,"0,95","0,8",1,"0,95","0,95",1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pasta, whole grain flour, boil, - sauce",1,1,1,1,1,1,"0,95","0,95",1,"0,5","0,6","0,95","0,85","0,95","0,75","0,9",1,1,"0,9","0,65","0,7","0,8",1,"0,7",1,1,1,"0,65","0,7","0,95","0,8","0,8",1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pasta, whole grain flour, boil, + sauce",1,1,1,1,1,1,1,1,1,"0,5","0,65","0,95","0,85","0,95","0,75","0,9",1,1,"0,95","0,5","0,7","0,75",1,"0,7",1,1,1,"0,65","0,7","0,95","0,8","0,8",1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pasta, white flour, boil, - sauce",1,1,1,1,1,1,"0,95","0,95",1,"0,5","0,6","0,95","0,85","0,95","0,75","0,9",1,1,"0,9","0,85",1,"0,9",1,"0,7",1,1,1,"0,9","0,7","0,95","0,9",1,1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pasta, white flour, boil, + sauce",1,1,1,1,1,1,"0,95","0,95",1,"0,5","0,65","0,95","0,85","0,95","0,75","0,9",1,1,"0,95","0,8",1,"0,85",1,"0,7",1,1,1,"0,9","0,7","0,95","0,9",1,1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pan cake, fried",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9",1,1,1,"0,85",1,1,1,1,"0,7","0,95","0,8",1,1,1,1,1,1,1,1,1,1,1
Cereal flour,"Pan cake, deep fry",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,9",1,1,1,"0,85",1,1,1,1,"0,7","0,95","0,8",1,1,1,1,1,1,1,1,1,1,1
Cereal flour,"Bread, pizza, cake, baked",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,75",1,1,1,"0,7",1,1,1,"0,95","0,5","0,95","0,75",1,1,1,1,1,1,1,1,1,1,1
Coffee,Infusion with boiling water,"0,5","0,3","0,3","0,3","0,3","0,3","0,9","0,9",0,"0,9","0,95","0,2","0,5","0,2","0,05","0,05","0,05","0,05",0,1,"0,2","0,9","0,9","0,9",0,0,0,"0,9","0,8",1,"0,9","0,9","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5"
Tea,Infusion with boiling water,"0,35","0,3","0,3","0,3","0,3","0,3","0,9","0,9",0,1,"0,7","0,4","0,5","0,2","0,05","0,05","0,05","0,05",0,1,"0,15","0,75","0,9","0,9",0,0,0,"0,9","0,8",1,"0,9","0,9","0,35","0,35","0,35","0,35","0,35","0,35","0,35","0,35","0,35","0,35"
Sweetpotatoes,Baked in skin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,85","0,95","0,95",1,"0,8",1,1,1,"0,95","0,9",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Sweetpotatoes,Boiled in skin,1,1,1,1,1,1,1,1,1,"0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,9","0,85","0,8","0,95","0,95",1,"0,75",1,1,1,"0,95","0,9",1,"0,7","0,7",1,1,1,1,1,1,1,1,1,1
Sweetpotatoes,Fried,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,8","0,95","0,95",1,"0,8",1,1,1,"0,95","0,75",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Sweetpotatoes,"Frozen, baked",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,8","0,95","0,95",1,"0,8",1,1,1,"0,95","0,8",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Sweetpotatoes,"Frozen, boiled",1,1,1,1,1,1,1,1,1,"0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,9","0,85","0,8","0,95","0,95",1,"0,75",1,1,1,"0,95","0,8",1,"0,7","0,7",1,1,1,1,1,1,1,1,1,1
Nuts,"Baked, + Drippings",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,85","0,95","0,95",1,"0,8",1,1,1,"0,95","0,8",1,1,1,1,1,1,1,1,1,1,1,1,1
Nuts,Broiled,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,85","0,95","0,95",1,"0,8",1,1,1,"0,95","0,8",1,1,1,1,1,1,1,1,1,1,1,1,1
Nuts,Roasted,1,1,1,1,1,1,1,1,1,"0,95",1,1,1,"0,8",1,1,1,1,"0,8","0,85","0,95","0,95",1,"0,8",1,1,1,"0,95","0,8",1,1,1,1,1,1,1,1,1,1,1,1,1
Nuts,"Boiled, + Drippings",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,85","0,95","0,95",1,"0,8",1,1,1,"0,95","0,8",1,1,1,1,1,1,1,1,1,1,1,1,1
Tomato,"Boiled, baked","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,93",1,1,1,1,1,1,1,1,1,"0,95","0,95","0,95","0,95",1,"0,95",1,1,1,"0,95","0,7","0,9","0,7","0,7","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,9"
Tomato,"Fried, broiled",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,95","0,95",1,"0,95",1,1,1,"0,95","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Tomato,"Steamed, - Drippings","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,94","0,85","0,85","0,95","0,9","0,95","0,8",1,"0,9","0,95","0,9","0,8","0,9","0,85","0,7","0,75",1,1,"0,9","0,8","0,6",1,"0,85","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Tomato,"Steamed, + Drippings",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,8","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Tomato,"Stew, + Drippings",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95","0,8","0,95","0,9","0,8","0,85",1,1,1,"0,95","0,7",1,"0,9","0,9",1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 15 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 30 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 60 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 90 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 120 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Simmered, 150 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,"Baked, 25 min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcoholic beverage,Stirred into hot liquid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1